"id","database","datasetSize","nodes","rf","cl","concurrency","operation","profile","repetition","status","throughput","elapsedSeconds","total_successful","total_failed","total_meanMs","total_p50Ms","total_p95Ms","total_p99Ms","total_maxMs","read_successful","read_failed","read_meanMs","read_p50Ms","read_p95Ms","read_p99Ms","read_maxMs","write_successful","write_failed","write_meanMs","write_p50Ms","write_p95Ms","write_p99Ms","write_maxMs"
"c_h4-10m-n3-c32-read_heavy-r2-cassandra","cassandra","10000000","3","3","LOCAL_QUORUM","32","MIXED_WORKLOAD","READ_HEAVY","2","COMPLETED","1797.3029558507876","180.0653579","323632","0","17.79598071013991","13.828095","46.137343","78.970879","205.127679","258904","0","18.37206554546859","14.344191","47.153151","79.888383","205.127679","64728","0","15.491712569521692","11.771903","41.353215","73.269247","187.170815"
