"id","database","datasetSize","nodes","rf","cl","concurrency","operation","profile","repetition","status","throughput","elapsedSeconds","total_successful","total_failed","total_meanMs","total_p50Ms","total_p95Ms","total_p99Ms","total_maxMs","read_successful","read_failed","read_meanMs","read_p50Ms","read_p95Ms","read_p99Ms","read_maxMs","write_successful","write_failed","write_meanMs","write_p50Ms","write_p95Ms","write_p99Ms","write_maxMs"
"a_h1_h2-10m-n3-c1-read_single-r2-scylla","scylla","10000000","3","3","LOCAL_QUORUM","1","READ_SINGLE","READ_SINGLE","2","COMPLETED","747.3699066211282","180.0005577","134527","0","1.3350921088554715","1.306623","1.701887","1.991679","9.191423","134527","0","1.3350921088554715","1.306623","1.701887","1.991679","9.191423","0","0",,,,,
