"id","database","datasetSize","nodes","rf","cl","concurrency","operation","profile","repetition","status","throughput","elapsedSeconds","total_successful","total_failed","total_meanMs","total_p50Ms","total_p95Ms","total_p99Ms","total_maxMs","read_successful","read_failed","read_meanMs","read_p50Ms","read_p95Ms","read_p99Ms","read_maxMs","write_successful","write_failed","write_meanMs","write_p50Ms","write_p95Ms","write_p99Ms","write_maxMs"
"a_h1_h2-1m-n3-c32-concurrent_write-r2-scylla","scylla","1000000","3","3","LOCAL_QUORUM","32","CONCURRENT_WRITE","CONCURRENT_WRITE","2","COMPLETED","7016.056835895752","180.0053833","1262928","0","4.557588702519858","4.149247","8.073215","11.427839","92.733439","0","0",,,,,,"1262928","0","4.557588702519858","4.149247","8.073215","11.427839","92.733439"
