"id","database","datasetSize","nodes","rf","cl","concurrency","operation","profile","repetition","status","throughput","elapsedSeconds","total_successful","total_failed","total_meanMs","total_p50Ms","total_p95Ms","total_p99Ms","total_maxMs","read_successful","read_failed","read_meanMs","read_p50Ms","read_p95Ms","read_p99Ms","read_maxMs","write_successful","write_failed","write_meanMs","write_p50Ms","write_p95Ms","write_p99Ms","write_maxMs"
"a_h1_h2-10m-n3-c128-concurrent_write-r1-cassandra","cassandra","10000000","3","3","LOCAL_QUORUM","128","CONCURRENT_WRITE","CONCURRENT_WRITE","1","COMPLETED","4624.262603025326","180.0382183","832544","0","27.661989677518548","25.313279","48.463871","65.535999","726.663167","0","0",,,,,,"832544","0","27.661989677518548","25.313279","48.463871","65.535999","726.663167"
