"id","database","datasetSize","nodes","rf","cl","concurrency","operation","profile","repetition","status","throughput","elapsedSeconds","total_successful","total_failed","total_meanMs","total_p50Ms","total_p95Ms","total_p99Ms","total_maxMs","read_successful","read_failed","read_meanMs","read_p50Ms","read_p95Ms","read_p99Ms","read_maxMs","write_successful","write_failed","write_meanMs","write_p50Ms","write_p95Ms","write_p99Ms","write_maxMs"
"a_h1_h2-10m-n3-c32-read_single-r1-cassandra","cassandra","10000000","3","3","LOCAL_QUORUM","32","READ_SINGLE","READ_SINGLE","1","COMPLETED","2617.0836012568934","180.0102984","471102","0","12.22230945512437","11.354111","21.331967","29.032447","107.675647","471102","0","12.22230945512437","11.354111","21.331967","29.032447","107.675647","0","0",,,,,
