datasetSize,Q,bootstrap_p025,bootstrap_p975,seed_Q_1,seed_Q_2,seed_Q_3
1000000,1.2245401482276486,1.1861761098569463,1.2685162317761383,1.2425521748921753,1.236766226149455,1.196223021541505
10000000,1.0950799287895085,0.7593776437959963,1.3227743425084049,1.317968883810689,0.753763156857373,1.2131170434981342
