"id","database","datasetSize","nodes","rf","cl","concurrency","operation","profile","repetition","status","throughput","elapsedSeconds","total_successful","total_failed","total_meanMs","total_p50Ms","total_p95Ms","total_p99Ms","total_maxMs","read_successful","read_failed","read_meanMs","read_p50Ms","read_p95Ms","read_p99Ms","read_maxMs","write_successful","write_failed","write_meanMs","write_p50Ms","write_p95Ms","write_p99Ms","write_maxMs"
"b_h3-1m-n1-c32-read_single-r1-scylla","scylla","1000000","1","1","LOCAL_QUORUM","32","READ_SINGLE","READ_SINGLE","1","COMPLETED","14531.275591627207","180.0033303","2615678","0","2.20030289766248","2.131967","3.076095","3.977215","34.766847","2615678","0","2.20030289766248","2.131967","3.076095","3.977215","34.766847","0","0",,,,,
